Project_ID,Industry,AI_Use_Case,Model_Type,Monthly_Cost,Annual_Benefit,Accuracy,Latency_ms,Data_Drift,Compliance_Risk,Model_Downtime,User_Adoption,Annual_Cost,ROI_Percent,Governance_Risk_Score,Performance_Score,Risk_Category,ROI_Category,Business_Priority_Score,Business_Priority,AI_Alert,Management_Insight
AI-0118,Manufacturing,Customer Support,Classification,72990,418172,0.944,270.5,0.228,0.033,10.15,0.811,875880,-52.26,25.24,73.9,Low,Negative ROI,48.29,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0119,Banking,Recommendation,Recommendation,63810,488947,0.687,52.63,0.217,0.499,7.46,0.943,765720,-36.15,41.4,70.78,Medium,Negative ROI,42.35,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0120,Manufacturing,Document Intelligence,Computer Vision,88297,495828,0.965,106.99,0.002,0.601,1.41,0.938,1059564,-53.2,29.46,93.7,Low,Negative ROI,53.96,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0121,Healthcare,Fraud Detection,Regression,20223,268922,0.865,479.45,0.153,0.062,4.36,0.817,242676,10.82,14.65,67.56,Low,Low ROI,51.14,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0122,Banking,Fraud Detection,Recommendation,77237,348785,0.668,447.27,0.042,0.721,14.76,0.438,926844,-62.37,58.31,56.64,Medium,Negative ROI,32.33,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0123,Logistics,Fraud Detection,Classification,7597,83811,0.869,333.09,0.26,0.23,14.41,0.89,91164,-8.07,42.17,68.26,Medium,Negative ROI,41.24,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0124,Telecom,Fraud Detection,NLP,70677,465376,0.981,240.63,0.261,0.685,4.81,0.443,848124,-45.13,46.67,67.64,Medium,Negative ROI,39.67,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0125,Retail,Fraud Detection,Recommendation,7659,202385,0.674,344.37,0.126,0.982,14.94,0.82,91908,120.2,72.87,63.47,High,Healthy ROI,51.39,Monitor,High Governance Risk | High Downtime,Governance review required before further scaling.
AI-0126,Manufacturing,Demand Forecasting,Recommendation,91516,83232,0.839,316.93,0.133,0.691,12.68,0.78,1098192,-92.42,56.22,71.39,Medium,Negative ROI,38.12,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0127,Logistics,Document Intelligence,NLP,79567,297561,0.904,292.91,0.091,0.883,9.16,0.831,954804,-68.84,57.73,78.48,Medium,Negative ROI,40.15,Review,Negative ROI,Financial review required due to negative ROI.
AI-0128,Retail,Recommendation,Recommendation,20037,175801,0.925,48.4,0.215,0.948,0.6,0.673,240444,-26.88,50.11,77.51,Medium,Negative ROI,42.1,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0129,Retail,Customer Support,Classification,51738,132492,0.791,323.75,0.108,0.487,13.52,0.747,620856,-78.66,47.69,69.38,Medium,Negative ROI,39.98,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0130,Banking,Customer Support,Classification,76678,50099,0.719,389.08,0.08,0.702,8.36,0.967,920136,-94.56,47.92,69.62,Medium,Negative ROI,39.99,Review,Negative ROI,Financial review required due to negative ROI.
AI-0131,Retail,Document Intelligence,NLP,17109,249206,0.664,497.16,0.13,0.852,13.03,0.371,205308,21.38,63.96,49.21,Medium,Low ROI,31.78,Review,Low AI Performance | High Downtime | Low User Adoption,Model performance optimization is recommended.
AI-0132,Telecom,Document Intelligence,Computer Vision,27010,443177,0.847,25.32,0.027,0.357,12.52,0.516,324120,36.73,37.74,80.56,Medium,Low ROI,53.3,Monitor,High Downtime,Project requires management monitoring.
AI-0133,Logistics,Customer Support,Regression,13787,425818,0.804,370.48,0.224,0.261,12.5,0.728,165444,157.38,39.3,62.45,Medium,High ROI,67.61,Monitor,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0134,Retail,Customer Support,Computer Vision,13472,138474,0.973,294.46,0.004,0.947,10.47,0.975,161664,-14.34,60.18,89.12,Medium,Negative ROI,43.14,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0135,Banking,Demand Forecasting,Recommendation,28383,291400,0.671,228.35,0.193,0.726,4.37,0.367,340596,-14.44,45.74,54.39,Medium,Negative ROI,35.31,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0136,Telecom,Predictive Maintenance,Regression,66709,499336,0.883,81.23,0.055,0.22,5.04,0.316,800508,-37.62,19.95,75.28,Low,Negative ROI,50.36,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0137,Healthcare,Recommendation,NLP,74785,263588,0.658,216.36,0.07,0.449,4.63,0.339,897420,-70.63,30.02,59.69,Low,Negative ROI,41.89,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0138,Logistics,Fraud Detection,NLP,39518,54681,0.708,190.1,0.191,0.796,0.3,0.337,474216,-88.47,42.05,56.89,Medium,Negative ROI,37.3,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0139,Retail,Predictive Maintenance,Regression,58909,111328,0.804,165.36,0.298,0.547,8.74,0.935,706908,-84.25,48.12,69.04,Medium,Negative ROI,39.73,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0140,Banking,Document Intelligence,Classification,23351,238512,0.805,370.82,0.233,0.65,10.48,0.805,280212,-14.88,53.71,63.58,Medium,Negative ROI,36.14,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0141,Healthcare,Customer Support,Regression,74624,478005,0.883,356.35,0.068,0.754,12.81,0.774,895488,-46.62,57.32,75.54,Medium,Negative ROI,39.24,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0142,Healthcare,Predictive Maintenance,Recommendation,58330,325505,0.959,302.73,0.053,0.622,2.1,0.666,699960,-53.5,33.08,79.54,Low,Negative ROI,47.92,Review,Negative ROI,Financial review required due to negative ROI.
AI-0143,Manufacturing,Recommendation,Classification,20282,477719,0.867,470.56,0.26,0.54,8.16,0.847,243384,96.28,45.7,63.17,Medium,Healthy ROI,55.25,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0144,Telecom,Document Intelligence,NLP,89866,54540,0.974,187.93,0.133,0.75,0.12,0.409,1078392,-94.94,37.94,74.59,Medium,Negative ROI,44.72,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0145,Retail,Fraud Detection,Regression,26778,177608,0.95,137.02,0.041,0.728,1.43,0.574,321336,-44.73,36.37,82.82,Medium,Negative ROI,48.08,Review,Negative ROI,Financial review required due to negative ROI.
AI-0146,Banking,Fraud Detection,Computer Vision,29264,104700,0.849,334.83,0.259,0.63,0.81,0.643,351168,-70.19,37.47,62.32,Medium,Negative ROI,40.57,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0147,Manufacturing,Recommendation,Computer Vision,64675,476259,0.933,115.43,0.245,0.36,10.88,0.377,776100,-38.63,41.68,68.48,Medium,Negative ROI,41.46,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0148,Telecom,Recommendation,Recommendation,10075,360676,0.868,171.21,0.295,0.406,1.22,0.594,120900,198.33,29.15,65.39,Low,High ROI,78.85,Strategic,High Data Drift,Data monitoring and model retraining should be considered.
AI-0149,Manufacturing,Customer Support,Computer Vision,80948,207647,0.677,127.81,0.273,0.97,10.75,0.522,971376,-78.62,69.76,56.81,High,Negative ROI,28.96,Review,Negative ROI | High Governance Risk | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0150,Logistics,Fraud Detection,Regression,53454,409770,0.902,53.19,0.256,0.112,3.74,0.325,641448,-36.12,18.95,67.2,Low,Negative ROI,47.83,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0151,Telecom,Document Intelligence,Regression,33365,416087,0.682,417.2,0.016,0.269,13.17,0.396,400380,3.92,34.54,58.7,Low,Low ROI,40.87,Review,Low AI Performance | High Downtime | Low User Adoption,Model performance optimization is recommended.
AI-0152,Telecom,Predictive Maintenance,Computer Vision,77766,66002,0.852,142.18,0.031,0.492,12.2,0.835,933192,-92.93,43.4,83.48,Medium,Negative ROI,46.2,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0153,Retail,Document Intelligence,Regression,53200,69812,0.889,247.05,0.171,0.837,14.37,0.313,638400,-89.06,66.74,64.75,High,Negative ROI,32.64,Review,Negative ROI | High Governance Risk | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0154,Telecom,Demand Forecasting,Recommendation,16002,435842,0.673,40.79,0.159,0.164,13.26,0.954,192024,126.97,34.25,73.56,Low,Healthy ROI,67.69,Monitor,High Downtime,Project requires management monitoring.
AI-0155,Manufacturing,Demand Forecasting,Classification,18947,211051,0.728,355.68,0.137,0.277,14.0,0.36,227364,-7.17,39.91,56.08,Medium,Negative ROI,37.66,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0156,Telecom,Recommendation,Recommendation,84222,489273,0.961,178.67,0.119,0.066,12.88,0.859,1010664,-51.59,28.01,83.92,Low,Negative ROI,50.97,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0157,Retail,Customer Support,Recommendation,99840,277906,0.86,377.47,0.129,0.706,10.4,0.929,1198080,-76.8,52.97,73.81,Medium,Negative ROI,39.94,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0158,Retail,Demand Forecasting,Regression,83610,128946,0.734,217.95,0.171,0.238,2.55,0.959,1003320,-87.15,20.09,70.79,Low,Negative ROI,48.75,Review,Negative ROI,Financial review required due to negative ROI.
AI-0159,Logistics,Fraud Detection,Classification,57142,86668,0.885,113.96,0.001,0.389,4.08,0.907,685704,-87.36,24.34,88.92,Low,Negative ROI,53.82,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0160,Manufacturing,Document Intelligence,Regression,61307,119003,0.853,266.32,0.078,0.444,3.19,0.501,735684,-83.82,27.64,70.78,Low,Negative ROI,46.48,Review,Negative ROI,Financial review required due to negative ROI.
AI-0161,Healthcare,Document Intelligence,NLP,9493,231142,0.821,82.64,0.155,0.891,9.05,0.533,113916,102.91,59.83,71.48,Medium,Healthy ROI,55.08,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0162,Healthcare,Recommendation,Regression,55085,240462,0.982,231.46,0.217,0.411,7.55,0.599,661020,-63.62,37.59,73.29,Medium,Negative ROI,44.37,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0163,Telecom,Predictive Maintenance,Regression,39228,325142,0.882,172.31,0.052,0.145,13.01,0.398,470736,-30.93,29.77,74.29,Low,Negative ROI,47.07,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0164,Logistics,Recommendation,Regression,84676,214886,0.778,457.74,0.164,0.524,14.29,0.316,1016112,-78.85,52.32,53.29,Medium,Negative ROI,32.96,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0165,Banking,Predictive Maintenance,Classification,56875,124601,0.922,49.25,0.214,0.963,6.07,0.908,682500,-81.74,59.87,82.08,Medium,Negative ROI,40.77,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0166,Telecom,Recommendation,Regression,36655,458823,0.951,353.13,0.133,0.608,7.6,0.688,439860,4.31,44.02,74.07,Medium,Low ROI,43.47,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0167,Logistics,Recommendation,Classification,48472,289956,0.693,107.72,0.008,0.983,14.57,0.726,581664,-50.15,68.76,75.54,High,Negative ROI,35.81,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0168,Manufacturing,Recommendation,Computer Vision,54437,81844,0.718,173.14,0.135,0.841,4.14,0.949,653244,-87.47,48.8,72.94,Medium,Negative ROI,40.89,Review,Negative ROI,Financial review required due to negative ROI.
AI-0169,Manufacturing,Predictive Maintenance,NLP,54416,221165,0.724,219.45,0.089,0.036,11.89,0.766,652992,-66.13,24.11,70.49,Low,Negative ROI,47.44,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0170,Manufacturing,Predictive Maintenance,Classification,64711,415395,0.885,455.85,0.279,0.658,3.38,0.784,776532,-46.51,43.61,62.3,Medium,Negative ROI,38.72,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0171,Manufacturing,Recommendation,Computer Vision,11816,194870,0.855,136.44,0.037,0.287,10.22,0.851,141792,37.43,31.06,83.83,Low,Low ROI,56.57,Monitor,High Downtime,Project requires management monitoring.
AI-0172,Manufacturing,Demand Forecasting,Classification,82175,94601,0.86,63.83,0.196,0.56,3.8,0.381,986100,-90.41,37.41,68.91,Medium,Negative ROI,42.9,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0173,Logistics,Customer Support,Classification,69307,421491,0.97,172.97,0.016,0.279,13.26,0.552,831684,-49.32,35.14,83.55,Medium,Negative ROI,48.7,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0174,Logistics,Customer Support,NLP,51733,463790,0.914,70.24,0.134,0.349,8.42,0.978,620796,-25.29,33.76,86.45,Low,Negative ROI,50.13,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0175,Retail,Customer Support,Recommendation,16240,330001,0.693,81.73,0.166,0.923,2.79,0.946,194880,69.34,51.17,72.82,Medium,Healthy ROI,52.27,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0176,Healthcare,Predictive Maintenance,Recommendation,97493,407699,0.768,295.45,0.089,0.207,3.37,0.919,1169916,-65.15,17.6,73.47,Low,Negative ROI,50.43,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0177,Manufacturing,Predictive Maintenance,Classification,76363,302844,0.798,49.23,0.137,0.874,7.41,0.616,916356,-66.95,55.79,73.89,Medium,Negative ROI,39.12,Review,Negative ROI,Financial review required due to negative ROI.
AI-0178,Banking,Demand Forecasting,Regression,37762,277927,0.785,34.85,0.049,0.03,14.42,0.9,453144,-38.67,26.85,83.75,Low,Negative ROI,51.26,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0179,Logistics,Customer Support,Computer Vision,13259,452680,0.878,362.92,0.091,0.091,11.54,0.334,159108,184.51,26.06,65.14,Low,High ROI,77.27,Strategic,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0180,Banking,Customer Support,Regression,55139,193423,0.953,193.59,0.186,0.855,7.32,0.404,661668,-70.77,56.26,70.62,Medium,Negative ROI,37.84,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0181,Banking,Recommendation,Regression,19849,113330,0.754,80.18,0.091,0.631,5.07,0.59,238188,-52.42,39.58,72.54,Medium,Negative ROI,43.52,Review,Negative ROI,Financial review required due to negative ROI.
AI-0182,Banking,Predictive Maintenance,Classification,86768,245391,0.838,141.73,0.27,0.747,8.24,0.638,1041216,-76.43,55.45,66.91,Medium,Negative ROI,36.78,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0183,Retail,Customer Support,Classification,94709,233606,0.918,328.2,0.189,0.209,11.23,0.484,1136508,-79.45,33.79,66.28,Low,Negative ROI,43.06,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0184,Logistics,Document Intelligence,Classification,59869,427085,0.792,152.26,0.132,0.537,11.76,0.55,718428,-40.55,47.73,69.43,Medium,Negative ROI,39.98,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0185,Banking,Demand Forecasting,Classification,68095,211387,0.707,257.37,0.012,0.737,4.87,0.414,817140,-74.13,41.64,65.31,Medium,Negative ROI,40.37,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0186,Manufacturing,Document Intelligence,Recommendation,75910,261133,0.811,78.41,0.15,0.627,10.82,0.642,910920,-71.33,50.75,73.54,Medium,Negative ROI,40.51,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0187,Telecom,Document Intelligence,Classification,91710,434170,0.669,302.28,0.229,0.472,9.87,0.856,1100520,-60.55,44.56,60.05,Medium,Negative ROI,37.65,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0188,Banking,Demand Forecasting,Recommendation,28567,182627,0.97,171.72,0.08,0.96,14.39,0.763,342804,-46.73,69.58,84.61,High,Negative ROI,38.74,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0189,Retail,Document Intelligence,Recommendation,40292,345497,0.675,320.94,0.242,0.676,13.97,0.375,483504,-28.54,60.96,49.52,Medium,Negative ROI,29.04,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
