Project_ID,Industry,AI_Use_Case,ROI_Percent,Performance_Score,Governance_Risk_Score,Risk_Category,Business_Priority,AI_Alert,Management_Insight
AI-0829,Healthcare,Fraud Detection,-79.81,65.32,51.22,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0830,Manufacturing,Customer Support,-85.12,84.33,30.35,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0831,Banking,Recommendation,-86.23,56.68,32.61,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0832,Logistics,Fraud Detection,-66.49,76.01,27.92,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0833,Manufacturing,Recommendation,-73.12,58.72,41.82,Medium,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0834,Telecom,Recommendation,-4.47,57.42,42.94,Medium,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0835,Logistics,Customer Support,-71.3,54.27,58.94,Medium,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0836,Logistics,Predictive Maintenance,-48.11,69.16,57.22,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0837,Retail,Demand Forecasting,-64.38,69.08,23.06,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0838,Banking,Document Intelligence,-78.17,75.45,45.69,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0839,Banking,Predictive Maintenance,-47.54,75.57,33.94,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0840,Telecom,Document Intelligence,-28.49,58.62,35.28,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0841,Telecom,Customer Support,-78.38,86.19,67.95,High,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0842,Logistics,Customer Support,-82.56,70.27,42.28,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0843,Healthcare,Customer Support,-42.94,70.55,29.03,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0844,Retail,Fraud Detection,66.47,65.37,22.3,Low,Monitor,Low User Adoption,Project requires management monitoring.
AI-0845,Retail,Document Intelligence,131.05,53.97,42.84,Medium,Monitor,Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Model performance optimization is recommended.
AI-0846,Logistics,Predictive Maintenance,-69.58,62.33,56.07,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0847,Manufacturing,Predictive Maintenance,-45.42,75.6,10.63,Low,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0848,Healthcare,Recommendation,-87.87,64.77,20.76,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0849,Logistics,Recommendation,33.22,80.56,33.85,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0850,Healthcare,Recommendation,-71.67,70.53,48.44,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0851,Healthcare,Customer Support,-85.64,87.05,34.43,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0852,Healthcare,Predictive Maintenance,-65.31,65.32,16.28,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0853,Logistics,Document Intelligence,44.32,71.53,15.7,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0854,Retail,Customer Support,-46.92,81.41,22.04,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0855,Retail,Fraud Detection,-38.52,73.44,42.52,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0856,Healthcare,Recommendation,120.02,83.53,9.37,Low,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0857,Manufacturing,Customer Support,-73.93,70.87,53.25,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0858,Banking,Customer Support,-82.22,68.3,46.11,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0859,Logistics,Fraud Detection,-85.65,61.78,42.25,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0860,Banking,Demand Forecasting,-39.83,73.96,54.44,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0861,Manufacturing,Predictive Maintenance,-56.3,85.46,32.04,Low,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0862,Logistics,Document Intelligence,-15.01,70.2,32.97,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0863,Healthcare,Demand Forecasting,-74.48,68.14,39.03,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0864,Retail,Recommendation,-62.26,65.49,34.72,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0865,Banking,Customer Support,74.39,75.15,55.6,Medium,Monitor,High Downtime,Project requires management monitoring.
AI-0866,Telecom,Fraud Detection,-97.47,70.38,28.69,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0867,Telecom,Fraud Detection,248.3,46.88,70.68,High,Monitor,High Governance Risk | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Governance review required before further scaling.
AI-0868,Manufacturing,Predictive Maintenance,-94.79,80.98,11.21,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0869,Healthcare,Demand Forecasting,-32.37,75.15,53.7,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0870,Banking,Predictive Maintenance,-94.94,61.03,39.37,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0871,Healthcare,Customer Support,-41.98,57.87,41.32,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0872,Banking,Predictive Maintenance,-52.87,66.11,47.77,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0873,Manufacturing,Document Intelligence,-75.98,80.01,48.73,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0874,Manufacturing,Fraud Detection,-68.71,60.16,47.88,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0875,Telecom,Fraud Detection,-70.43,64.51,68.9,High,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0876,Healthcare,Recommendation,-94.21,71.1,73.16,High,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0877,Logistics,Recommendation,-55.11,67.28,68.65,High,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0878,Telecom,Customer Support,74.01,61.51,27.83,Low,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0879,Healthcare,Document Intelligence,-72.48,55.05,65.08,High,Review,Negative ROI | High Governance Risk | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0880,Telecom,Demand Forecasting,316.66,72.72,45.29,Medium,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0881,Logistics,Predictive Maintenance,-5.45,82.29,9.73,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0882,Retail,Customer Support,-31.09,71.83,26.71,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0883,Retail,Recommendation,-72.04,63.26,34.11,Low,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0884,Retail,Predictive Maintenance,-90.83,72.2,18.81,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0885,Retail,Recommendation,-82.95,71.96,54.94,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0886,Banking,Predictive Maintenance,-66.94,76.89,67.12,High,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0887,Retail,Demand Forecasting,-77.2,64.58,27.5,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0888,Logistics,Customer Support,32.33,66.87,37.87,Medium,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0889,Manufacturing,Predictive Maintenance,5.01,81.27,55.53,Medium,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0890,Manufacturing,Document Intelligence,-53.39,62.08,16.1,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0891,Banking,Fraud Detection,-27.96,75.01,54.73,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0892,Retail,Document Intelligence,-43.98,53.79,57.56,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0893,Retail,Document Intelligence,-32.41,78.87,45.27,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0894,Retail,Fraud Detection,-65.56,82.89,29.2,Low,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0895,Telecom,Document Intelligence,-90.64,69.05,29.94,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0896,Healthcare,Predictive Maintenance,-38.92,63.52,15.56,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0897,Telecom,Predictive Maintenance,-15.92,83.08,47.62,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0898,Healthcare,Predictive Maintenance,182.07,75.45,25.43,Low,Strategic,Low User Adoption,Project requires management monitoring.
AI-0899,Retail,Fraud Detection,-96.65,63.5,46.19,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0900,Retail,Document Intelligence,-36.38,73.22,36.39,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0901,Telecom,Fraud Detection,-42.63,69.91,14.21,Low,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0902,Telecom,Predictive Maintenance,-35.52,86.07,57.23,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0903,Healthcare,Document Intelligence,-79.03,69.01,13.76,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0904,Manufacturing,Document Intelligence,-40.53,61.67,38.67,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0905,Healthcare,Recommendation,-96.62,69.35,49.69,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0906,Telecom,Recommendation,-65.47,71.08,45.25,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0907,Logistics,Demand Forecasting,-87.29,84.77,19.49,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0908,Telecom,Customer Support,4.77,63.29,51.84,Medium,Review,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0909,Logistics,Recommendation,-49.25,60.82,47.11,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0910,Banking,Fraud Detection,-71.85,66.09,57.98,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0911,Telecom,Recommendation,-17.1,73.26,13.05,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0912,Banking,Demand Forecasting,-93.19,70.86,39.98,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0913,Manufacturing,Document Intelligence,-51.1,70.52,25.18,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0914,Healthcare,Demand Forecasting,-54.04,70.36,18.18,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0915,Logistics,Document Intelligence,65.2,72.86,39.27,Medium,Monitor,High Downtime,Project requires management monitoring.
AI-0916,Healthcare,Document Intelligence,-55.61,67.12,47.92,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0917,Banking,Customer Support,-74.73,70.69,57.96,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0918,Logistics,Recommendation,-93.73,66.66,49.84,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0919,Healthcare,Fraud Detection,-98.09,59.53,35.49,Medium,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0920,Telecom,Fraud Detection,333.85,60.05,46.18,Medium,Monitor,High Downtime,Project requires management monitoring.
AI-0921,Retail,Predictive Maintenance,-93.57,80.3,14.34,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0922,Banking,Document Intelligence,-82.85,59.35,56.96,Medium,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0923,Healthcare,Fraud Detection,-47.61,73.17,53.54,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0924,Banking,Customer Support,-79.96,62.26,58.72,Medium,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0925,Banking,Document Intelligence,-62.19,60.47,48.57,Medium,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0926,Logistics,Customer Support,-61.86,76.14,31.38,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0927,Logistics,Fraud Detection,-95.93,80.65,53.34,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0928,Retail,Fraud Detection,-69.67,68.79,42.65,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0929,Telecom,Predictive Maintenance,-84.0,62.05,19.75,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0930,Banking,Fraud Detection,-7.33,71.09,49.66,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0931,Healthcare,Document Intelligence,22.3,80.17,18.97,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0932,Manufacturing,Document Intelligence,-69.82,62.4,25.09,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0933,Banking,Document Intelligence,-53.46,71.86,35.22,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0934,Banking,Predictive Maintenance,-53.15,56.54,48.55,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0935,Retail,Predictive Maintenance,-96.93,60.42,50.35,Medium,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0936,Telecom,Fraud Detection,-29.13,67.1,32.08,Low,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0937,Manufacturing,Demand Forecasting,-81.23,64.53,23.87,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0938,Logistics,Demand Forecasting,-14.36,56.99,14.04,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0939,Logistics,Predictive Maintenance,-28.32,46.86,31.03,Low,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0940,Healthcare,Fraud Detection,-34.37,70.89,28.11,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0941,Manufacturing,Demand Forecasting,-66.25,71.69,40.77,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0942,Logistics,Fraud Detection,-73.31,81.24,25.88,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0943,Healthcare,Fraud Detection,7.42,62.34,43.37,Medium,Review,Low User Adoption,Project requires management monitoring.
AI-0944,Telecom,Fraud Detection,-29.49,60.04,67.55,High,Review,Negative ROI | High Governance Risk | High Data Drift,Financial review required due to negative ROI.
AI-0945,Healthcare,Recommendation,-94.25,83.7,39.0,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0946,Logistics,Document Intelligence,-55.97,57.1,15.13,Low,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0947,Retail,Fraud Detection,-43.47,77.62,9.95,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0948,Retail,Recommendation,-69.28,89.46,58.28,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0949,Retail,Predictive Maintenance,-42.37,72.4,47.43,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0950,Logistics,Demand Forecasting,-70.84,70.06,61.03,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0951,Retail,Document Intelligence,-53.99,75.95,43.01,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0952,Manufacturing,Demand Forecasting,-56.16,66.43,65.27,High,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0953,Telecom,Document Intelligence,-66.97,60.88,64.38,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0954,Healthcare,Demand Forecasting,-8.12,77.89,48.19,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0955,Healthcare,Document Intelligence,-61.68,65.65,29.26,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0956,Logistics,Demand Forecasting,-11.57,70.15,60.9,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0957,Retail,Demand Forecasting,-16.59,60.51,52.9,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0958,Retail,Demand Forecasting,-64.05,74.15,11.66,Low,Monitor,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0959,Banking,Demand Forecasting,-69.14,61.04,50.89,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0960,Telecom,Predictive Maintenance,-72.38,69.43,53.68,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0961,Manufacturing,Fraud Detection,-71.55,84.55,63.71,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0962,Healthcare,Customer Support,-60.79,61.57,59.35,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0963,Banking,Recommendation,139.55,66.25,39.49,Medium,Monitor,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0964,Banking,Customer Support,29.53,63.26,52.03,Medium,Review,Low User Adoption,Project requires management monitoring.
AI-0965,Logistics,Customer Support,126.12,74.28,36.74,Medium,Monitor,Low User Adoption,Project requires management monitoring.
AI-0966,Healthcare,Document Intelligence,-75.94,69.24,46.66,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0967,Logistics,Fraud Detection,-50.02,75.01,26.24,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0968,Manufacturing,Document Intelligence,-82.77,62.43,28.5,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0969,Banking,Fraud Detection,21.92,66.71,34.74,Low,Review,Low User Adoption,Project requires management monitoring.
AI-0970,Banking,Fraud Detection,-67.25,53.92,22.99,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0971,Telecom,Demand Forecasting,-42.33,62.21,35.2,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0972,Manufacturing,Predictive Maintenance,-68.74,84.44,57.08,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0973,Banking,Demand Forecasting,-17.01,82.98,43.82,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0974,Manufacturing,Predictive Maintenance,-2.78,57.47,43.32,Medium,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0975,Healthcare,Document Intelligence,-79.38,52.8,29.86,Low,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0976,Retail,Predictive Maintenance,-63.75,55.69,52.55,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0977,Banking,Document Intelligence,-60.01,68.57,55.04,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0978,Telecom,Customer Support,-75.74,69.41,39.95,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0979,Healthcare,Customer Support,-15.41,79.2,26.72,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0980,Manufacturing,Predictive Maintenance,-58.26,76.01,56.44,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0981,Logistics,Predictive Maintenance,-58.09,70.72,55.06,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0982,Healthcare,Document Intelligence,-18.51,67.88,34.35,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0983,Banking,Demand Forecasting,-86.07,86.33,12.52,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0984,Manufacturing,Document Intelligence,-20.13,72.83,16.68,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0985,Retail,Demand Forecasting,-66.14,63.63,47.87,Medium,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0986,Healthcare,Customer Support,-30.1,69.16,21.46,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0987,Banking,Fraud Detection,-41.96,57.82,39.13,Medium,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0988,Telecom,Predictive Maintenance,-46.78,85.58,32.41,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0989,Logistics,Demand Forecasting,-85.58,62.07,31.0,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0990,Manufacturing,Document Intelligence,-59.24,63.82,45.84,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0991,Healthcare,Customer Support,589.21,76.38,56.28,Medium,Monitor,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0992,Healthcare,Demand Forecasting,-74.42,74.33,50.24,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0993,Retail,Document Intelligence,-27.04,64.49,30.74,Low,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0994,Retail,Predictive Maintenance,-68.75,62.56,34.82,Low,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0995,Telecom,Predictive Maintenance,-84.08,72.04,30.82,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0996,Logistics,Recommendation,-87.86,67.06,38.18,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0997,Telecom,Fraud Detection,-79.79,79.12,22.66,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0998,Banking,Recommendation,-87.77,69.2,8.09,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0999,Banking,Customer Support,-91.26,57.12,21.58,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-1000,Telecom,Demand Forecasting,-36.71,63.39,55.49,Medium,Review,Negative ROI,Financial review required due to negative ROI.
